properties;2
parameters;2
A;a;14.3409734321;1.20933981331
A;b;2.10821685205;2.0686340248
A;c;19.4460232331;0.0269131532463
A;d;21.9116997794;2.44709493507
A;e;9.37458421215;0.687068569545
B;a;1.89807131477;2.12147000988
B;b;20.3723563732;2.08618660716
B;c;1.47244843973;0.462637943281
B;d;3.26386282851;2.35302986901
B;e;23.0427196888;0.574047199592
C;a;0.112518371577;0.0931212962884
C;b;1.56776166984;1.95115941376
C;c;2.92696004103;0.599259356838
C;d;17.034020739;0.905237288122
C;e;20.1180371098;1.61860591608
D;a;16.9476839022;0.38571385834
D;b;22.0716315905;1.83825519201
D;c;13.6169855533;2.04081188467
D;d;4.30451138455;1.83709343408
D;e;2.05334229554;0.934150577413
E;a;3.38033106318;1.62409007683
E;b;20.7687192172;1.58574404356
E;c;19.9556940224;2.49242279382
E;d;23.2274715224;1.24271905982
E;e;15.3561395918;1.86867522909
F;a;9.79485719315;1.88277206567
F;b;1.94316211802;1.26142627705
F;c;19.233778981;0.796488051494
F;d;14.7609020622;1.73439315043
F;e;13.14624668;0.06423626453
G;a;23.6608289341;0.645877938527
G;b;21.5654368547;0.228250681011
G;c;23.6383122195;0.261475812878
G;d;7.67180066734;0.658210248431
G;e;23.3407402596;2.14418674983
H;a;21.4707402094;2.28109995638
H;b;23.6582124475;1.06396696219
H;c;14.5765135247;1.73318119818
H;d;14.7726151493;2.34673797379
H;e;15.2994593862;0.759042712993
I;a;8.81865807329;2.02849441442
I;b;10.311318845;0.348690294525
I;c;24.4837496582;0.0257271071469
I;d;18.1305033422;2.04318608959
I;e;16.269734897;1.22836246539
J;a;12.3990862321;2.46241849909
J;b;2.72341039228;0.594165759786
J;c;8.28648218362;0.189745531882
J;d;24.310398791;2.22546645995
J;e;7.74721208087;2.0968796718
